fid,objectid,area,perimeter,air_020107,air_20108,r_code,ind_name,aiana,aiana_desc,ind_source,ind_scale,entity,org_code,fed_regist,region_cod,region_nam,agency_nam,self_gover,osgt_code,osgt_assoc,native_cor,mail_name,state,cnty_st,tot_area,tribe_area,allot_area,fed_area,labor_tot,hsgrad_pct,colgrad_pc,unemploy_p,inc_percap,pop_tot,tribal_num,treaty,tribal_est,gov_type,econ_sourc,gaming,med_fac,sq_miles,acres,agency_cod,poi_on_ima,field_veri,shape_leng,shape_le_1,shape_le_2,irmp_plan,short_name,shape_le_3,shape_area
593,0,174562.893455,1683.655696,6337,4861,R547,Stewarts Point Rancheria,AIR,American Indian Reservation,TIGER95,"1:100,000",Kashia Band of Pomo Indians of the Stewarts Point Rancheria,J51547,true,PAC,Pacific,Central California Agency,false,,,,Stewarts Point Rancheria,CA,Sonoma CA,0,0,0,0,0,0,0,0,0,0,0,,,,,false,,0.067399,43.134532,J51,,,1683.655822,0,0,,,1683.655822,174562.896034
594,0,78592.529444,1208.161212,298,10905,R139,Stillaguamish Reservation,AIR,American Indian Reservation,TIGER95,"1:100,000",Stillaguamish Tribe of Washington,P10139,true,NWT,Northwest,Puget Sound Field Office,false,,,,Stillaquamish Board of Directors,WA,Snohomish WA,0,0,0,0,0,0,0,0,0,237,0,,Constitution & bylaws adopted 1953,Tribal council,,false,clinic,0.030345,19.420342,P10,,,1208.161162,0,0,,,1208.161162,78592.535088
595,0,187832093.751,58073.680546,1895,9308,R438,Stockbridge Munsee Reservation,AIR,American Indian Reservation,LTM,"1:24,000","Stockbridge Munsee Community, Wisconsin",F55438,true,MID,Midwest,Great Lakes Agency,false,,,,Stockbridge-Munsee Comm. Band of Mohican Indians,WI,"Shawano, WI",46000,2250,0,16000,396,0,0,0,0,846,1595,"1856 treaty, federal recognition in 1938","Constitution & bylaws formed under IRA in 1937, ratified in 1938","Tribal Council, three-judge tribal court","Timber sales, agriculture, construction, forestry, casinos, government as employer, golf course",true,Medical facility provides comprehensive health care,72.52209,46413.314167,F55,,,58073.680543,0,0,,,58073.680543,187832093.796
596,0,1534089.13506,4454.568118,125,11078,Z464,Stony River,ANV,Alaska Native Village,CENSUS2000,"1:500,000",Village of Stony River,E02464,true,ALA,Alaska,Bethel Field Office,true,OSGT812,Assoc. Village Council Presidents,Calista Corporation,Kuskokwim Corporation,AK,unorganized borough AK,69120,0,0,0,15,92,80,26.7,2361,51,0,Alaska Native Claims Settlement Act (1971),Unincorporated,Traditional village council,Subsistence; fishing; public service; government,false,clinic,4.973057,379.073263,E02,,,4454.568147,0,0,,,4454.568147,1534089.15147
597,0,165371.565635,2129.932451,6321,4877,R632,Sulphur Bank Rancheria,AIR,American Indian Reservation,TIGER95,"1:100,000","Elem Indian Colony of Pomo Indians of the Sulphur Bank Rancheria, California",J51632,true,PAC,Pacific,Central California Agency,false,,,,Elem Indian Colony of Pomo Indians,CA,Lake CA,50,0,0,0,20,33.3,0,10,3186,96,140,Court decree Civil N; 4806-L 1949,IRA constitution approved 1936,Executive Council headed by a chairperson elected by a General Council,Agricultural; government; tourism,true,Hospital & clinic in Lakeport 28 miles away,0.06385,40.863426,J51,,,2129.932416,0,0,,,2129.932416,165371.533067
598,0,51048364.6763,38702.799105,4392,6807,R655,Summit Lake Reservation,AIR,American Indian Reservation,GDSC,"1:24,000",Summit Lake Paiute Tribe of Nevada,H61655,true,WES,Western,Western Nevada Agency,false,,,,Summit Lake Paiute Tribe,NV,"Humbolt, NV",10863,10863,0,0,6,50,0,0,14550,16,112,"Executive Order on January 14, 1913","1934 IRA, constitution & bylaws approved January 8, 1965",5 member Business Council,"Leasing of grazing & agricultural permits, fisheries, government as employer N",false,"Health care provided by representatives of IHS, hospital in Winnemucca",19.709808,12614.053082,H61,,,38702.799018,0,0,,,38702.799018,51048364.6854
599,0,588634.535385,5117.660934,6218,4981,R550,Susanville Rancheria,AIR,American Indian Reservation,TIGER95,"1:100,000","Susanville Indian Rancheria, California",J52550,true,PAC,Pacific,No. California Field Office,false,,,,Susanville Indian Rancheria,CA,Lassen CA,151,0,0,0,49,62,5.6,38.8,5703,491,373,P.L. 95-459 1978,IRA constitution approved 1969,General Council; Business council headed by a chairperson,Agriculture; government; retail,true,Health Center on rancheria,0.227272,145.451418,J52,,,5117.661073,0,0,,,5117.661073,588634.581918
600,0,29500862.2064,37686.737153,284,10919,R122,Swinomish Reservation,AIR,American Indian Reservation,GDSC,"1:24,000","Swinomish Indians of the Swinomish Reservation, Washington",P10122,true,NWT,Northwest,Puget Sound Field Office,true,OSGT122,,,Swinomish Indian Tribal Community,WA,Skagit WA,7169,275,3080,0,228,65.1,1.9,29.4,7743,2285,0,Executive Order 1873,IRA constitution & bylaws adopted 1936,Swinomish Indian Senate headed by a chairman,Fishing; agriculture; forestry; tourism,true,clinic,11.390301,7289.663133,P10,,,37686.736857,0,0,,,37686.736857,29500862.2023
601,0,2571859.64121,6414.941298,10680,438,R594,Sycuan Reservation,AIR,American Indian Reservation,GDSC,"1:24,000",Sycuan Band of the Kumeyaay Nation (formerly the Sycuan Band of Diegueno Mission Indians of California),J54594,true,PAC,Pacific,Southern California Agency,false,,,,Sycuan Band of Mission Indians,CA,San Diego CA,640,0,0,0,0,0,0,0,0,0,120,Executive Order 1875,Articles of Association 1972,Sycuan Business Committee headed by a chairperson,Tourism; retail,true,clinic,0.992997,635.506673,J54,,,6414.941453,0,0,,,6414.941453,2571859.6405
602,0,384029.019755,3651.703974,2506,8693,R565,Table Bluff Reservation,AIR,American Indian Reservation,CENSUS2000,"1:500,000","Wiyot Tribe, California (formerly the Table Bluff Rancheria - Wiyot Tribe)",J52565,true,PAC,Pacific,No. California Field Office,false,,,,Table Bluff Rancheria of Wiyot Indians,CA,Humboldt CA,0,0,0,0,0,0,0,0,0,0,0,,,,,false,,0.148273,94.89316,J52,,,3651.703805,0,0,,,3651.703805,384028.987634
603,0,575219.973268,3224.060261,7254,3944,R551,Table Mountain Rancheria,AIR,American Indian Reservation,TIGER95,"1:100,000",Table Mountain Rancheria of California,J51551,true,PAC,Pacific,Central California Agency,false,,,,Table Mountain Rancheria,CA,Fresno CA,61,0,0,0,15,45.8,0,26.7,6736,81,0,,,,,true,,0.222093,142.137105,J51,,,3224.060256,0,0,,,3224.060256,575220.004084
604,0,1535334.84304,4473.351459,109,11094,Z472,Takotna,ANV,Alaska Native Village,CENSUS2000,"1:500,000",Takotna Village,E03472,true,ALA,Alaska,Fairbanks Field Office,true,OSGT817,Tanana Chiefs Conference,"Doyon, Ltd.",MTNT Limited,AK,unorganized borough AK,69120,0,0,0,16,50,0,0,5020,38,0,Alaska Native Claims Settlement Act (1971),Unincorporated,Traditional council headed by a chief,Government; subsistence; retail; construction,false,clinic,23.460596,379.381321,E03,,,4473.351448,0,0,,,4473.351448,1535334.83146
605,0,172089.004678,1628.576105,11039,15,TT21,Tampa Reservation,AIR,American Indian Reservation,CENSUS2000,"1:500,000",Seminole Tribe of Florida,S53021,true,EAS,Eastern,Seminole Agency,false,,,,Seminole Tribe of Florida,FL,"Glades, FL",35805,35805,0,35805,159,51,0,0,5304,528,0,Lands purchased in 1930s by Bureau of Indian Affairs,"Organized under IRA of 1934, federally recognized in 1957, ratified constitution in 1957",Tribal Council of the Seminole Tribe of Florida,"Agriculture, cattle, citrus crops, small businesses, tourism, industrial park",false,Health care available on the reservation,0.066444,42.52339,S53,,,1628.576064,0,0,,,1628.576064,172088.986592
606,0,1535315.12664,4479.51949,169,11034,Z474,Tanacross,ANV,Alaska Native Village,CENSUS2000,"1:500,000",Native Village of Tanacross,E03474,true,ALA,Alaska,Fairbanks Field Office,true,OSGT817,Tanana Chiefs Conference,"Doyon, Ltd.",Tanacross Incorporated,AK,unorganized borough AK,92160,0,0,0,48,61.3,0,35.4,8099,106,0,Alaska Native Claims Settlement Act (1971),Unincorporated,Traditional village council,Public service; arts & crafts; subsistence; construction,false,clinic,81.142623,379.376326,E03,,,4479.519464,0,0,,,4479.519464,1535315.10747
607,0,1533910.13755,4514.131374,94,11109,Z475,Tanana,ANV,Alaska Native Village,CENSUS2000,"1:500,000",Native Village of Tanana,E03475,true,ALA,Alaska,Fairbanks Field Office,true,OSGT475,,"Doyon, Ltd.",Tovitna Limited,AK,unorganized borough AK,138240,0,0,0,142,63.7,1.4,21.8,6927,345,0,Alaska Native Claims Settlement Act (1971),Incorporated as a first-class city (1961),Indian Reorganization Act village council,Government; public service; fishing; retail,false,Tanana Health Center,15.522845,379.028975,E03,,,4514.131353,0,0,,,4514.131353,1533910.12793
608,0,395846697.79,146366.628351,7469,3721,R718,Taos Pueblo,AIR,American Indian Reservation,TIGER95,"1:100,000","Pueblo of Taos, New Mexico",M25718,true,SWT,Southwest,Northern Pueblos Agency,false,,,,Taos Pueblo,NM,"Taos, NM",95341,95336,0,0,528,70.9,6,25,4697,1700,2200,1848 Treaty of Guadalupe Hidalgo,,"50 member Tribal Council, Governor, War Chief","Farming, ranching, government as employer, hand-crafted items, tourism",true,"Medical services provided by on-reservation ambulatory clinic, IHS Hospitals in Taos & Santa Fe",152.836645,97813.717428,M25,,,146366.628492,0,0,,,146366.628492,395846697.86
609,0,1534249.4935,4443.807913,196,11007,Z477,Tatitlek,ANV,Alaska Native Village,CENSUS2000,"1:500,000",Native Village of Tatitlek,E01477,true,ALA,Alaska,Anchorage Field Office,true,OSGT803,Chugachmiut,Chugach Alaska Corporation,Tatitlek Corporation,AK,unorganized borough AK,137246,0,0,0,15,63.2,0,0,8057,119,0,Alaska Native Claims Settlement Act (1971),Unincorporated,Indian Reorganization Act village council,Fishing; subsistence; government,false,clinic,6.350482,379.113111,E01,,,4443.8079,0,0,,,4443.8079,1534249.4995
610,0,1535426.92942,4459.096392,181,11022,Z478,Tazlina,ANV,Alaska Native Village,CENSUS2000,"1:500,000",Native Village of Tazlina,E01478,true,ALA,Alaska,Anchorage Field Office,true,OSGT807,Copper River Native Assn.,"Ahtna, Incorporated","Ahtna, Inc.",AK,unorganized borough AK,92160,0,0,0,121,58.5,0,13.2,9961,247,0,Alaska Native Claims Settlement Act (1971),Unincorporated,Traditional council,Retail; government; tourism; subsistence; construction,false,none; health care is in Glennallen five miles away,13.171546,379.404143,E01,,,4459.096412,0,0,,,4459.096412,1535426.94136
611,0,1534024.21185,4478.441752,124,11079,Z479,Telida,ANV,Alaska Native Village,CENSUS2000,"1:500,000",Telida Village,E03479,true,ALA,Alaska,Fairbanks Field Office,true,OSGT817,Tanana Chiefs Conference,"Doyon, Ltd.",MTNT Limited,AK,unorganized borough AK,69120,0,0,0,7,0,0,0,0,11,0,Alaska Native Claims Settlement Act (1971),Unincorporated,Traditional council headed by a chief,Subsistence; government,false,none,57.884639,379.05766,E03,,,4478.441656,0,0,,,4478.441656,1534024.15483
612,0,1534014.80479,4516.547719,17,11186,Z480,Teller,ANV,Alaska Native Village,CENSUS2000,"1:500,000",Native Village of Teller,E04480,true,ALA,Alaska,Nome Agency,true,OSGT816,"Kawerak, Inc.",Bering Straits Native Corporation,Teller Native Corporation,AK,unorganized borough AK,132800,0,0,0,60,59.7,0,3.3,5271,232,0,Alaska Native Claims Settlement Act (1971),Incorporated as a second-class city (1963),Traditional village council,Subsistence; arts & crafts; government; retail; tourism; transportation,false,clinic,2.070244,379.054896,E04,,,4516.547694,0,0,,,4516.547694,1534014.7926
613,0,69887782.041,40272.842806,8415,2730,R719,Tesuque Pueblo,AIR,American Indian Reservation,GDSC,"1:24,000","Pueblo of Tesuque, New Mexico",M25719,true,SWT,Southwest,Northern Pueblos Agency,false,,,,Tesuque Pueblo,NM,"Santa Fe, NM",16813,16811,0,0,117,78,7.8,11.1,8568,702,40,"1848 Treaty of Guadalupe Hidalgo, patented in 1864",No constitution or charter,Tribal Council,"Agriculture cattle, construction, forestry, tribal government employer, misc. businesses, tourism",true,"Local Community Health Representative, USPHS hospital in Santa Fe",26.983709,17269.267289,M25,,,40272.84292,0,0,,,40272.84292,69887782.1952
614,0,1534002.40218,4476.962636,176,11027,Z483,Tetlin,ANV,Alaska Native Village,CENSUS2000,"1:500,000",Native Village of Tetlin,E03483,true,ALA,Alaska,Fairbanks Field Office,true,OSGT817,Tanana Chiefs Conference,,Native Village of Tetlin,AK,unorganized borough AK,743159,0,0,0,36,50,0,25,5305,87,0,,Unincorporated,Traditional village council headed by a chief,Arts & crafts; public service; subsistence; government; retail,false,clinic,386.848526,379.051862,E03,,,4476.962609,0,0,,,4476.962609,1534002.38251
615,0,3329877.52307,14314.554668,1388,9815,R147,The Dalles Unit,AIR,American Indian Reservation,TIGER95,"1:100,000",Confederated Tribes of Warm Springs Reservation of Oregon,P09145,true,NWT,Northwest,Warm Springs Agency,false,,,,Confed. Tribes of the Warm Springs Reservation,OR,Wasco OR,643570,596290,47345,0,0,636,2.9,17.4,5446,3143,3200,Treaty of 1855,Constitution & charter 1938,Tribal council,Agriculture; construction; fishing; forestry; government; manufacturing; retail; tourism,false,Health and Wellness Center,1.285667,822.812322,P09,,,14314.554647,0,0,,,14314.554647,3329877.62886
616,0,9797.56926,395.939726,9578,1560,T903,Thlopthlocco Tribal Town,FRTE,Federally Recognized Tribal Entity,GDSC,"1:24,000",Thlopthlocco Tribal Town of the Creek Nation of Oklahoma,G07903,true,EOK,Eastern Oklahoma,Okmulgee Field Office,false,,,,Thlopthlocco Tribal Town,OK,"Okfuskee, OK",0,0,0,0,0,60.8,8,13.2,5141,0,1500,"Forced to relocate in Indian Territory, OK in 1836","Adopted constitution in accordance with the Oklahoma Indian Welfare Act on November 17, 1938",Business Committee,"Retail/service businesses, tourism, recreation",true,"Health care received through the Muskogee Agency in Muskogee, OK",0.029094,2.420927,G07,,,395.9398,0,0,,,395.9398,9797.572966
617,0,65486707.901,401218.039939,9277,1862,T903,Thlopthlocco Tribal Town (Creek),TRUST,Trust land for which no reservation exists,LTM,"1:24,000",Thlopthlocco Tribal Town of the Creek Nation of Oklahoma,G07903,true,EOK,Eastern Oklahoma,Okmulgee Field Office,false,,,,Thlopthlocco Tribal Town,OK,"Okfuskee, OK",0,0,0,0,0,60.8,8,13.2,5141,0,1500,"Forced to relocate in Indian Territory, OK in 1836","Adopted constitution in accordance with the Oklahoma Indian Welfare Act on November 17, 1938",Business Committee,"Retail/service businesses, tourism, recreation",true,"Health care received through the Muskogee Agency in Muskogee, OK",25.284461,16181.767704,G07,,,401218.039878,0,0,,,401218.039877,65486707.6804
618,0,1527479.80872,4416.348801,215,10988,Z801,Tlingit and Haida,ANV,Alaska Native Village,TIGER95,"1:100,000",Central Council of the Tlingit & Haida Indian Tribes,E09801,true,ALA,Alaska,Southeast Agency,true,OSGT801,Central Council of Tlingit & Haida Indian Tribes of Alaska,Sealaska Corporation,Central Council of Tlingit & Haida Indian Tribes,AK,AK,0,0,0,0,0,0,0,0,0,0,0,Alaska Native Claims Settlement Act (1971),,,,true,,0.001398,377.440176,E09,,,4416.348787,0,0,,,4416.348787,1527479.79687
619,0,1531293.79671,4423.778187,131,11072,Z487,Togiak,ANV,Alaska Native Village,TIGER95,"1:100,000",Traditional Village of Togiak,E01487,true,ALA,Alaska,Anchorage Field Office,true,OSGT809,Bristol Bay Native Assn.,Bristol Bay Native Corporation,Togiak Natives Limited,AK,unorganized borough AK,156637,0,0,0,132,54.5,2,23.1,4107,613,0,Alaska Native Claims Settlement Act (1971),Incorporated as a second-class city (1969),Traditional village council,Fishing; subsistence; government; retail,false,clinic,44.799102,378.382563,E01,,,4423.778187,0,0,,,4423.778187,1531293.79954
620,0,11225590662.4,611356.162253,10949,105,R610,Tohono O'odham Reservation,AIR,American Indian Reservation,GDSC,"1:24,000",Tohono O'odham Nation of Arizona,H54610,true,WES,Western,Papago Agency,false,,,,Tohono O'odham,AZ,"Pima, AZ",2774370,0,0,0,6875,47.3,0.4,66,3113,10805,16531,"January 14, 1916",1934 IRA. Constitution adopted in 1937,22 member Papago Tribal Council,"Government as employer, businesses & industry, agriculture, livestock, land leases, mining, tourism",true,"IHS hospital in Sells, outpatient clinics in Santa Rosa Village, San Xavier, San Lucy & Pisinemo",4334.207284,2773843.44874,H54,,,611356.161699,0,0,,,611356.161699,11225590662.3
621,0,317677.518139,3996.515005,10914,140,R610,Tohono O'odham Trust Land,ORTL,Trust Land related to a Federally Recognized Reservation,CENSUS2000,"1:500,000",Tohono O'odham Nation of Arizona,H54610,true,WES,Western,Papago Agency,false,,,,Tohono O'odham,AZ,"Pima, AZ",2774370,0,0,0,6875,47.3,0.4,66,3113,10805,16531,"January 14, 1916",1934 IRA. Constitution adopted in 1937,22 member Papago Tribal Council,"Government as employer, businesses & industry, agriculture, livestock, land leases, mining, tourism",true,"IHS hospital in Sells, outpatient clinics in Santa Rosa Village, San Xavier, San Lucy & Pisinemo",0.122656,78.498183,H54,,,3996.515026,0,0,,,3996.515026,317677.533785
622,0,1535212.12613,4441.371767,71,11132,Z490,Toksook Bay,ANV,Alaska Native Village,CENSUS2000,"1:500,000",Nunakauyarmiui Tribe (formerly Native Village of Toksook Bay),E02490,true,ALA,Alaska,Bethel Field Office,false,,,Calista Corporation,Nunakauiak Yup'ik,AK,unorganized borough AK,115200,0,0,0,141,47.1,1.9,25.5,4586,420,0,Alaska Native Claims Settlement Act (1971),Incorporated as a second-class city (1972),Traditional council,Fishing; subsistence; government; manufacturing; retail; transportation,false,clinic,30.343719,379.351206,E02,,,4441.371744,0,0,,,4441.371744,1535212.10947
623,0,30816026.291,26168.127559,2055,9145,T008,Tonawanda Reservation,AIR,American Indian Reservation,TIGER95,"1:100,000",Tonawanda Band of Seneca Indians of New York,S51008,true,EAS,Eastern,New York Field Office,false,,,,Tonawanda Band of Seneca,NY,"Niagara, Erie & Genesee, NY",7549,7549,0,0,325,68.3,1.4,0,8274,700,1200,"November 5, 1857",,"Council of Chiefs (made up of one Chief from each of the eight clans), Haudenosaunee Grand Council",,false,"Clinic in the Tonawanda Indian Community House in Newstead, NY",11.898086,7614.640093,S51,,,26168.127277,0,0,,,26168.127277,30816026.3817
624,0,9797.56926,395.939726,7746,3444,T814,Tonkawa Tribe of Indians of Oklahoma,FRTE,Federally Recognized Tribal Entity,GDSC,"1:24,000",Tonkawa Tribe of Indians of Oklahoma,B07814,true,SPL,Southern Plains,,false,,,,Tonkawa Tribe of Oklahoma,OK,"Kay, OK",0,0,0,0,0,0,0,0,0,0,0,,,,,true,,255.465611,2.420927,B07,,,395.9398,0,0,,,395.9398,9797.572966
625,0,5089876.81668,19605.355511,7411,3779,R814,Tonkawa Tribe Trust Land,TRUST,Trust land for which no reservation exists,LTM,"1:24,000",Tonkawa Tribe of Indians of Oklahoma,B07814,true,SPL,Southern Plains,Pawnee Agency,false,,,,Tonkawa Tribe of Oklahoma,OK,"Kay, OK",1233,994,238,994,0,61.5,8.3,21.9,5556,826,275,"1884 relocated to Ft. Oakland, 1887 Tonkawa Reserve allotted","Incorporated 1938, OK Indian Welfare Act adopted constitution/bylaws 3/16/1938, amended 4/2/1977",Tribal Committee,"Retail/service businesses,",true,"Health care available through the Pawnee Agency in Pawnee, hospitals in Ponca City",1.965204,1257.708292,B07,,,19605.355672,0,0,,,19605.355672,5089876.75781
626,0,344768.462202,2583.066742,9934,1198,R674,Tonto Apache Reservation,AIR,American Indian Reservation,TIGER95,"1:100,000",Tonto Apache Tribe of Arizona,H68674,true,WES,Western,Truxton Canyon Field Office,false,,,,Tonto Apache Tribe,AZ,"Gila, AZ",85,85,0,0,54,0,0,9,10724,102,106,"Public Land Order 5422 of May 31, 1974",,3 member Tribal Council,"Government as employer, small businesses, tourism, recreation",true,Health care available at Payson Regional Medical Center,0.133115,85.19201,H68,,,2583.066772,0,0,,,2583.066772,344768.470189
627,0,127321812.818,291930.381037,9687,1446,R595,Torres-Martinez Reservation,AIR,American Indian Reservation,GDSC,"1:24,000","Torres Martinez Desert Cahuilla Indians, California (formerly the Torres-Martinez Band of Cahuilla Missions Indians of California)",J54595,true,PAC,Pacific,Southern California Agency,false,,,,Torres Martinez Band of Mission Indians,CA,Cahuila CA,24024,0,0,0,46,31.8,0,21.7,4549,1628,0,,,,,false,,49.159037,31461.225811,J54,,,291930.38102,0,0,,,291930.38102,127321812.761
628,0,271928.415666,2362.094097,2090,9109,R566,Trinidad Reservation,AIR,American Indian Reservation,TIGER95,"1:100,000","Cher-Ae Heights Indian Community of the Trinidad Rancheria, California",J52566,true,PAC,Pacific,No. California Field Office,false,,,,Cher-ae Heights Indian Community,CA,Humboldt CA,47,0,0,47,26,55.8,7,13.3,7873,71,154,Established 1917,Articles of Association approved 1961,Business Committee headed by a chairperson,Construction; government; retail; tourism,true,clinic,0.104991,67.193148,J52,,,2362.094014,0,0,,,2362.094014,271928.397413
629,0,91816421.7846,53040.372978,306,10897,R123,Tulalip Reservation,AIR,American Indian Reservation,GDSC,"1:24,000","Tulalip Tribes of the Tulalip Reservation, Washington",P10123,true,NWT,Northwest,Puget Sound Field Office,true,OSGT123,,,The Tulalip Tribes,WA,Snohomish WA,11500,7511,4500,0,398,57.8,4.6,12.3,6878,7103,2500,Treaty of Point Elliot 1855,IRA constitution & charter approved 1936,Tulalip Board of Directors headed by a chairman,Construction; fishing; forestry; government; retail; tourism,true,clinic; numerous hospitals in area,35.450379,22687.839749,P10,,,53040.373298,0,0,,,53040.373298,91816422.1833
630,0,218545826.799,68478.135418,7292,3906,R553,Tule River Reservation,AIR,American Indian Reservation,GDSC,"1:24,000","Tule River Indian Tribe of the Tule River Reservation, California",J51553,true,PAC,Pacific,Central California Agency,false,,,,Tule River Indian Tribe,CA,Tulare CA,55356,0,0,0,165,53.1,0,24.3,4514,803,850,Executive Order 1873,IRA constitution approved 1936,Tribal council headed by a chairperson,Construction; forestry; tourism; manufacturing; retail,true,clinic,84.380674,54002.672972,J51,,,68478.135258,0,0,,,68478.135258,218545826.891
631,0,1535304.27086,4447.691184,98,11105,Z497,Tuluksak,ANV,Alaska Native Village,TIGER95,"1:100,000",Tuluksak Native Community,E02497,true,ALA,Alaska,Bethel Field Office,false,,,Calista Corporation,"Tulkisarmute, Incorporated",AK,unorganized borough AK,0,0,0,0,77,44,0,3.1,3391,353,0,Alaska Native Claims Settlement Act (1971),Incorporated as a second-class city (1970),Indian Reorganization Act council,Government; retail; fishing; subsistence; construction,false,clinic,4.233931,379.37378,E02,,,4447.691158,0,0,,,4447.691158,1535304.26326
632,0,546862.785977,3086.628508,11030,24,T336,Tunica-Biloxi Reservation,AIR,American Indian Reservation,TIGER95,"1:100,000",Tunica-Biloxi Indian Tribe of Louisiana,S00336,true,EAS,Eastern,Eastern Regional Office,false,,,,Tunica-Biloxi Tribe,LA,"Avoyelles Parish, LA",154,0,0,154,11,71.4,0,0,5642,36,0,1780s tribe was granted land,Incorporated in 1976,7 member Tribal Council,"Agriculture, pecans, government as employer, small businesses, tourism, recreation",true,"Health care provided through IHS, hospital services available in Marksville",0.211144,135.129836,S00,,,3086.628623,0,0,,,3086.628623,546862.795336
633,0,1534022.67932,4437.951259,91,11112,Z499,Tuntutuliak,ANV,Alaska Native Village,CENSUS2000,"1:500,000",Native Village of Tuntutuliak,E02499,true,ALA,Alaska,Bethel Field Office,true,OSGT812,Assoc. Village Council Presidents,Calista Corporation,Tuntutuliak Land Limited,AK,unorganized borough AK,115200,0,0,0,80,44.9,1.6,6.4,4720,300,0,Alaska Native Claims Settlement Act (1971),Unincorporated,Traditional village council,Subsistence; government; retail; fishing; construction; transportation,false,clinic,119.375,379.05689,E02,,,4437.951249,0,0,,,4437.951249,1534022.67688
634,0,1533922.53888,4440.310381,66,11137,Z500,Tununak,ANV,Alaska Native Village,CENSUS2000,"1:500,000",Native Village of Tununak,E02500,true,ALA,Alaska,Bethel Field Office,true,OSGT812,Assoc. Village Council Presidents,Calista Corporation,Tuntunrmiut Rinip Corporation,AK,unorganized borough AK,115200,0,0,0,111,54.2,1.7,14,5189,316,0,Alaska Native Claims Settlement Act (1971),Incorporated as a second-class city (1975),Indian Reorganization Act council,Government; fishing; retail; construction; subsistence; transportation,false,clinic,38.813049,379.032168,E02,,,4440.31041,0,0,,,4440.31041,1533922.54594
635,0,1287460.50934,5293.416711,7167,4031,R634,Tuolumne Rancheria,AIR,American Indian Reservation,USBR,-8888,Tuolumne Band of Me-Wuk Indians of the Tuolumme Rancheria of California,J51634,true,PAC,Pacific,Central California Agency,false,,,,Tuolumne Band of Me-Wuk Indians,CA,Tuolumne CA,336,0,0,0,20,68.1,0,25.9,9154,85,0,Acts of 1906 & 1908,IRA constitution approved 1936,Community Council; Tribal officers headed by a chairperson,Tourism,false,Indian Health Center,0.49709,318.131812,J51,,,5293.416718,0,0,,,5293.416718,1287460.47421
636,0,242111162.251,1079595.66896,366,10837,R224,Turtle Mountain Public Domain Allotments (Montana),ORTL,Trust Land related to a Federally Recognized Reservation,LTM,"1:24,000",Turtle Mountain Band of Chippewa Indians of North Dakota,A11304,true,RMT,Rocky Mountain,Turtle Mountain Agency,false,,,,Turtle Mountain Band of Chippewa,MT,Phillips; Blaine; Valley; Hill; Liberty; Chouteau MT,0,0,0,0,0,0,0,0,0,0,0,,,,,false,,93.479268,59825.670064,A11,,,1079595.67005,0,0,,,1079595.67005,242111162.037
637,0,135584274.63,497933.845417,558,10645,R256,Turtle Mountain Public Domain Allotments (North Dakota),ORTL,Trust Land related to a Federally Recognized Reservation,LTM,"1:24,000",Turtle Mountain Band of Chippewa Indians of North Dakota,A11304,true,GPL,Great Plains,Turtle Mountain Agency,false,,,,,,Divide ND,0,0,0,0,0,0,0,0,0,0,0,,,,,false,,52.349172,33502.875792,A11,,,497933.844651,0,0,,,496114.177193,135584274.113
638,0,1950929.32096,9693.063191,1867,9336,R324,Turtle Mountain Public Domain Allotments (South Dakota),ORTL,Trust Land related to a Federally Recognized Reservation,LTM,"1:24,000",Turtle Mountain Band of Chippewa Indians of North Dakota,A11304,true,GPL,Great Plains,Turtle Mountain Agency,false,,,,,,Perkins SD,0,0,0,0,0,0,0,0,0,0,0,,,,,false,,0.753255,482.074398,A11,,,9693.063154,0,0,,,9693.063154,1950929.33938
639,0,186134869.867,58117.160654,634,10569,R304,Turtle Mountain Reservation,AIR,American Indian Reservation,LTM,"1:24,000",Turtle Mountain Band of Chippewa Indians of North Dakota,A11304,true,GPL,Great Plains,Turtle Mountain Agency,false,,,,Turtle Mountain Band of Chippewa,ND,"Rolette, ND",140107,35579,104005,0,2062,55.1,8.2,34.1,4681,7101,25000,"Executive orders of December 21, 1882 and March 29, 1884","Constitution & bylaws in 1959, Tribal code adopted in 1976 to cover criminal & civil law",9 member Tribal Council,"Agriculture, livestock, construction, fisheries, government as employer, mfg., indus. park, tourism",true,"IHS hospital, clinics in Rolla and other nearby communities",71.866786,45993.926786,A11,,,58117.160711,0,0,,,58117.160711,186134869.633
640,0,24091743.2758,21379.55738,2052,9149,T009,Tuscarora Reservation,AIR,American Indian Reservation,TIGER95,"1:100,000",Tuscarora Nation of New York,S51009,true,EAS,Eastern,New York Field Office,false,,,,Tuscarora Tribe,NY,"Niagara, NY",5700,5700,0,0,228,70.4,9,0,9474,353,0,1718 admitted to League of Iroquois/1784 Treaty secured land,,13 member Council of Chiefs (chief chosen by oldest mother in the clan),"Timber sales, businesses, farming coop, tourism, off-reservation employment",false,"Medical clinic, mental health clinic, hospitals in Ransonville, Buffalo & Niagara Falls",9.301833,5953.067744,S51,,,21379.55734,0,0,,,21379.55734,24091743.1706
